test_type,topic,level,question,option_a,option_b,option_c,option_d,answer,source
soft_skill,Problem Solving,hard,What is design thinking process?,Define Test,Empathise Define Ideate Prototype Test,Plan Do Check,None,Empathise Define Ideate Prototype Test,general
soft_skill,Problem Solving,hard,What is Systems thinking?,Linear thinking,Understanding how parts interact within whole system,Simple analysis,Individual focus,Understanding how parts interact within whole system,general
soft_skill,Problem Solving,hard,What is cognitive bias in problem solving?,Clear thinking,Mental shortcut causing errors in thinking,Memory enhancement,Logical thinking,Mental shortcut causing errors in thinking,general
soft_skill,Problem Solving,hard,What is the sunk cost fallacy?,Future investment,Continuing because of past investment despite poor future,Smart investment,Good strategy,Continuing because of past investment despite poor future,general
soft_skill,Problem Solving,hard,What is analogical reasoning?,Mathematical reasoning,Solving new problem by comparing to similar known problem,Random thinking,Statistical reasoning,Solving new problem by comparing to similar known problem,general
soft_skill,Problem Solving,hard,What is bounded rationality concept?,Perfect rational decisions,Decision making limited by information and cognitive capacity,Irrational decisions,Statistical decisions,Decision making limited by information and cognitive capacity,general
soft_skill,Problem Solving,hard,What is wicked problem concept?,Easy problem,Complex problem with no clear solution multiple stakeholders,Technical problem,Financial problem,Complex problem with no clear solution multiple stakeholders,general
soft_skill,Problem Solving,hard,What is satisficing in decision making?,Finding optimal solution,Choosing good enough solution rather than optimal,Random choice,Never deciding,Choosing good enough solution rather than optimal,general
soft_skill,Problem Solving,hard,What is abductive reasoning?,Deduction,Reasoning to best explanation from incomplete evidence,Induction,Statistical reasoning,Reasoning to best explanation from incomplete evidence,general
soft_skill,Problem Solving,hard,What is TRIZ methodology in problem solving?,Russian marketing method,Systematic innovation method based on patterns,Management framework,HR tool,Systematic innovation method based on patterns,general
soft_skill,Problem Solving,easy,What is trial and error?,Perfect approach,Testing solutions until one works,Giving up,Random action,Testing solutions until one works,general
soft_skill,Problem Solving,easy,What is problem statement?,Solution,Clear description of issue to be solved,Goal,Plan,Clear description of issue to be solved,general
soft_skill,Problem Solving,medium,What is feasibility study?,Random study,Assessment of practicality of proposed solution,Customer survey,Market analysis,Assessment of practicality of proposed solution,general
soft_skill,Problem Solving,medium,What is benchmarking in problem solving?,Random comparison,Comparing performance against best practices,Setting targets,Financial review,Comparing performance against best practices,general
soft_skill,Problem Solving,easy,What is prioritization in problem solving?,Random order,Ranking problems or solutions by importance,Solving all at once,Ignoring some,Ranking problems or solutions by importance,general
soft_skill,Problem Solving,medium,What is pilot testing?,Full implementation,Small-scale test of solution before full rollout,Random testing,No testing,Small-scale test of solution before full rollout,general
soft_skill,Problem Solving,hard,What is failure mode effects analysis FMEA?,Success analysis,Proactive method to identify potential failure modes,Customer analysis,Budget planning,Proactive method to identify potential failure modes,general
soft_skill,Problem Solving,easy,What is iteration in problem solving?,One-time solving,Repeatedly refining solution through cycles,Avoiding problems,Random testing,Repeatedly refining solution through cycles,general
soft_skill,Problem Solving,medium,What is gap analysis?,Random analysis,Identifying difference between current and desired state,Financial analysis,Time analysis,Identifying difference between current and desired state,general
soft_skill,Problem Solving,hard,What is the Cynefin framework?,3 domains,5 domains for decision making in different complexity,Leadership model,Communication model,5 domains for decision making in different complexity,general
soft_skill,Interview Skills,easy,STAR method in interviews stands for?,Situation Task Action Result,Skill Task Attitude Result,Situation Time Action Role,None,Situation Task Action Result,general
soft_skill,Interview Skills,easy,When asked tell me about yourself you should?,Personal life story,Professional summary aligned with job,Only hobbies,Salary expectation,Professional summary aligned with job,general
soft_skill,Interview Skills,easy,What should you research before interview?,Nothing,Company culture products and role,Only job title,Only salary,Company culture products and role,general
soft_skill,Interview Skills,easy,What is appropriate dress code for interview?,Casual,Professional and neat unless company culture says otherwise,Party wear,Sports wear,Professional and neat unless company culture says otherwise,general
soft_skill,Interview Skills,easy,When should you arrive for interview?,30 min late,5-10 min early,Exactly on time,1 hour early,5-10 min early,general
soft_skill,Interview Skills,easy,What is a good answer to why do you want this job?,Good salary,Genuine interest in role and company,Closer to home,No other offers,Genuine interest in role and company,general
soft_skill,Interview Skills,easy,What should you bring to an interview?,Nothing,Copies of resume and portfolio if relevant,Only phone,Only water,Copies of resume and portfolio if relevant,general
soft_skill,Interview Skills,easy,What is appropriate eye contact in interview?,Stare constantly,Natural eye contact showing engagement,Avoid eye contact,Look at ceiling,Natural eye contact showing engagement,general
soft_skill,Interview Skills,easy,What is a follow-up email after interview?,Unnecessary,Thank you note within 24 hours showing continued interest,Weekly emails,Requesting result immediately,Thank you note within 24 hours showing continued interest,general
soft_skill,Interview Skills,easy,What to do if you don't know answer in interview?,Make up answer,Say you don't know but explain how you'd find out,Remain silent,Change subject,Say you don't know but explain how you'd find out,general
soft_skill,Interview Skills,medium,Best response to what is your weakness?,Say you have none,Give real weakness with improvement plan,Mention strength as weakness,Refuse to answer,Give real weakness with improvement plan,general
soft_skill,Interview Skills,medium,What is behavioral interviewing technique used by companies?,Testing skills,Asking about past behavior to predict future,Testing knowledge only,Stress testing,Asking about past behavior to predict future,general
soft_skill,Interview Skills,medium,How to answer why should we hire you?,I need the job,Align your skills with company needs and explain value,I am available,I applied everywhere,Align your skills with company needs and explain value,general
soft_skill,Interview Skills,medium,What is panel interview?,One-on-one,Multiple interviewers at once,Phone call,Group interview,Multiple interviewers at once,general
soft_skill,Interview Skills,medium,How to handle salary negotiation in interview?,Never negotiate,Research market rate and negotiate confidently,Accept any offer,Negotiate aggressively,Research market rate and negotiate confidently,general
soft_skill,Interview Skills,medium,What is case interview used by consulting firms?,Normal HR interview,Problem-solving exercise presented as business case,Technical test,Group discussion,Problem-solving exercise presented as business case,general
soft_skill,Interview Skills,medium,What is elevator pitch for interview?,Long presentation,30-60 second professional introduction,Only name,Only skills,30-60 second professional introduction,general
soft_skill,Interview Skills,medium,What are good questions to ask interviewer?,No questions,About role growth company culture and team,Salary only,Personal questions,About role growth company culture and team,general
soft_skill,Interview Skills,medium,What is a structured vs unstructured interview?,Same,Structured has predefined questions unstructured is open-ended,Unstructured is predefined,No difference,Structured has predefined questions unstructured is open-ended,general
soft_skill,Interview Skills,medium,How to handle gap in employment in interview?,Lie about it,Be honest and explain what you did during gap,Avoid mentioning,Blame economy,Be honest and explain what you did during gap,general
soft_skill,Interview Skills,hard,What is competency-based interview?,Skill test,Evaluating specific competencies through structured questions,Personality test,Technical test,Evaluating specific competencies through structured questions,general
soft_skill,Interview Skills,hard,What is the halo effect in interviews?,Positive bias from one good trait affecting overall,Negative bias,No effect,Equal evaluation,Positive bias from one good trait affecting overall,general
soft_skill,Interview Skills,hard,What is a stress interview technique?,Relaxed interview,Deliberately creating pressure to see response,Normal interview,Technical interview,Deliberately creating pressure to see response,general
soft_skill,Interview Skills,hard,What is cultural fit in hiring?,Same background,Alignment with company values and work style,Same nationality,Same education,Alignment with company values and work style,general
soft_skill,Interview Skills,hard,What is unconscious bias in interviewing?,Deliberate prejudice,Unintentional biases affecting evaluation,No bias,Legal bias,Unintentional biases affecting evaluation,general
soft_skill,Interview Skills,hard,How to answer where do you see yourself in 5 years?,Anywhere,Show ambition aligned with company growth,CEO only,Unknown,Show ambition aligned with company growth,general
soft_skill,Interview Skills,hard,What is ATS (Applicant Tracking System) and how to optimize resume?,Paper tracking,Software screening resumes use keywords from job description,Manual review,Interview tool,Software screening resumes use keywords from job description,general
soft_skill,Interview Skills,hard,What is values-based interview?,Skill assessment,Evaluating if candidate values align with organization,Technical test,Group task,Evaluating if candidate values align with organization,general
soft_skill,Interview Skills,hard,What is the purpose of technical screen before main interview?,Final decision,Initial filter to assess basic technical competence,HR check,Salary negotiation,Initial filter to assess basic technical competence,general
soft_skill,Interview Skills,hard,What is situation judgement test in recruitment?,IQ test,Hypothetical work scenarios assessing judgment,Memory test,Speed test,Hypothetical work scenarios assessing judgment,general
soft_skill,Interview Skills,easy,What is resume purpose?,Social media,Marketing document to get interview,Application form,Cover letter,Marketing document to get interview,general
soft_skill,Interview Skills,easy,Should you speak negatively about previous employer?,Yes freely,No maintain professionalism,Only if asked,Always,No maintain professionalism,general
soft_skill,Interview Skills,medium,What is a portfolio in job application?,Photo collection,Samples of work demonstrating skills,Resume,Cover letter,Samples of work demonstrating skills,general
soft_skill,Interview Skills,medium,What is informational interview?,Job interview,Casual conversation to learn about company or role,Technical test,Group discussion,Casual conversation to learn about company or role,general
soft_skill,Interview Skills,easy,What is cover letter purpose?,Repeat resume,Introduce yourself and explain fit for role,Job application form,Reference letter,Introduce yourself and explain fit for role,general
soft_skill,Interview Skills,medium,How should you handle illegal interview question?,Answer completely,Politely decline or redirect to relevant qualifications,Walk out,Report immediately,Politely decline or redirect to relevant qualifications,general
soft_skill,Interview Skills,hard,What is the difference between direct and indirect interview questions?,Same,Direct asks specific questions indirect uses scenarios,Indirect is specific,No difference,Direct asks specific questions indirect uses scenarios,general
soft_skill,Interview Skills,easy,What is handshake etiquette in interview?,Skip it,Firm and confident while maintaining eye contact,Very strong grip,Very light grip,Firm and confident while maintaining eye contact,general
soft_skill,Interview Skills,medium,What is the importance of active listening in interview?,Not important,Shows engagement and helps give relevant answers,Only for HR,Formality,Shows engagement and helps give relevant answers,general
soft_skill,Interview Skills,hard,In group discussion best strategy is?,Speak first always,Dominate discussion,Make quality points and listen actively,Stay quiet,Make quality points and listen actively,general
soft_skill,Emotional Intelligence,easy,EQ stands for?,Education Quotient,Emotional Quotient,Energy Quotient,Efficiency Quotient,Emotional Quotient,general
soft_skill,Emotional Intelligence,easy,What is self-awareness in EQ?,Knowing others' emotions,Knowing your own emotions and how they affect you,Physical awareness,Social awareness,Knowing your own emotions and how they affect you,general
soft_skill,Emotional Intelligence,easy,What is empathy?,Feeling sorry for others,Understanding others' perspective and emotions,Agreeing with everyone,Being emotional,Understanding others' perspective and emotions,general
soft_skill,Emotional Intelligence,easy,What is self-regulation in EQ?,Doing everything alone,Managing own emotions and impulses,Physical health,Social skill,Managing own emotions and impulses,general
soft_skill,Emotional Intelligence,easy,Who developed EQ concept?,Freud,Daniel Goleman,Maslow,Piaget,Daniel Goleman,general
soft_skill,Emotional Intelligence,easy,What is motivation in EQ context?,Money only,Inner drive to achieve goals for reasons beyond money,External rewards,Fear,Inner drive to achieve goals for reasons beyond money,general
soft_skill,Emotional Intelligence,easy,What are the 5 components of EQ?,Think feel act plan do,Self-awareness Self-regulation Motivation Empathy Social skills,Love care trust hope faith,None,Self-awareness Self-regulation Motivation Empathy Social skills,general
soft_skill,Emotional Intelligence,easy,What is social skill in EQ?,Technical skill,Ability to manage relationships and build networks,Coding skill,Language skill,Ability to manage relationships and build networks,general
soft_skill,Emotional Intelligence,easy,Is EQ or IQ more important for workplace success?,IQ always,Depends but EQ often predicts success better in leadership,Equal always,Neither,Depends but EQ often predicts success better in leadership,general
soft_skill,Emotional Intelligence,easy,What is emotional trigger?,Random emotion,Event or situation that causes strong emotional reaction,Logical thought,Physical pain,Event or situation that causes strong emotional reaction,general
soft_skill,Emotional Intelligence,medium,What is cognitive empathy vs affective empathy?,Same,Cognitive is understanding perspective affective is sharing feelings,Affective is understanding,No difference,Cognitive is understanding perspective affective is sharing feelings,general
soft_skill,Emotional Intelligence,medium,What is emotional regulation strategy?,Suppress emotions,Recognizing and managing emotions adaptively,Ignoring emotions,Only positive emotions,Recognizing and managing emotions adaptively,general
soft_skill,Emotional Intelligence,medium,What is the relationship between EQ and leadership effectiveness?,No relation,Higher EQ is associated with more effective leadership,IQ is more important,Technical skills matter most,Higher EQ is associated with more effective leadership,general
soft_skill,Emotional Intelligence,medium,What is mindfulness in EQ context?,Meditation only,Present-moment awareness of thoughts and feelings,Religious practice,Exercise,Present-moment awareness of thoughts and feelings,general
soft_skill,Emotional Intelligence,medium,What is emotional contagion?,Physical disease,Emotions spreading from person to person,Emotional problem,Stress only,Emotions spreading from person to person,general
soft_skill,Emotional Intelligence,medium,What is the difference between emotion and mood?,Same,Emotion is short-lived and specific mood lasts longer,Mood is short,No difference,Emotion is short-lived and specific mood lasts longer,general
soft_skill,Emotional Intelligence,medium,What is impulse control in EQ?,Never controlling,Ability to pause before reacting emotionally,Always reacting,Physical control,Ability to pause before reacting emotionally,general
soft_skill,Emotional Intelligence,medium,What is growth mindset in relation to EQ?,Fixed abilities,Belief that abilities can be developed through effort,Only talent matters,No relation,Belief that abilities can be developed through effort,general
soft_skill,Emotional Intelligence,medium,What is social awareness in EQ?,Self-awareness,Understanding others and organizational dynamics,Technical awareness,Market awareness,Understanding others and organizational dynamics,general
soft_skill,Emotional Intelligence,medium,What is the impact of high EQ on conflict resolution?,Worsens conflict,Better ability to understand all sides and find solutions,No impact,Only helps in personal life,Better ability to understand all sides and find solutions,general
soft_skill,Emotional Intelligence,hard,What is Mayer-Salovey model of EQ?,Same as Goleman,Ability-based model perceiving using understanding managing emotions,Simple 3-factor model,Leadership model,Ability-based model perceiving using understanding managing emotions,general
soft_skill,Emotional Intelligence,hard,What is emotional granularity?,Basic emotions only,Ability to identify and distinguish many specific emotions,Physical sensation,Social skill,Ability to identify and distinguish many specific emotions,general
soft_skill,Emotional Intelligence,hard,What is the broaden-and-build theory of positive emotions?,Positive emotions narrow thinking,Positive emotions broaden thinking and build resources,No effect,Only clinical use,Positive emotions broaden thinking and build resources,general
soft_skill,Emotional Intelligence,hard,What is affect labeling in emotional regulation?,Ignoring emotions,Putting feelings into words reduces emotional intensity,Amplifying emotions,Physical exercise,Putting feelings into words reduces emotional intensity,general
soft_skill,Emotional Intelligence,hard,What is rumination vs reflection?,Same,Rumination is repetitive negative thinking reflection is constructive,Reflection is negative,No difference,Rumination is repetitive negative thinking reflection is constructive,general
soft_skill,Emotional Intelligence,hard,What is the concept of emotional labor in workplace?,Physical work,Managing emotions as part of job requirements,Emotional breakdown,Lazy work,Managing emotions as part of job requirements,general
soft_skill,Emotional Intelligence,hard,What is neuroplasticity significance for EQ?,Cannot change EQ,Brain can change suggesting EQ can be developed,Only children benefit,Only cognitive skills,Brain can change suggesting EQ can be developed,general
soft_skill,Emotional Intelligence,hard,What is compassion fatigue in helping professions?,Lack of empathy,Exhaustion from caring for others' distress over time,Physical fatigue,Time management issue,Exhaustion from caring for others' distress over time,general
soft_skill,Emotional Intelligence,hard,What is difference between sympathy and empathy?,Same,Sympathy feels for someone empathy feels with someone,Empathy is sympathy,No difference,Sympathy feels for someone empathy feels with someone,general
soft_skill,Emotional Intelligence,hard,What is the amygdala hijack concept?,Brain boost,Amygdala overriding rational thinking in emotional situations,Memory loss,Focus enhancement,Amygdala overriding rational thinking in emotional situations,general
soft_skill,Emotional Intelligence,easy,What is emotional intelligence different from IQ?,Same,EQ deals with emotions IQ deals with cognitive ability,IQ is emotion,No difference,EQ deals with emotions IQ deals with cognitive ability,general
soft_skill,Emotional Intelligence,easy,What is a good sign of high EQ in person?,Never emotional,Can recognize and manage own emotions effectively,Always happy,Never angry,Can recognize and manage own emotions effectively,general
soft_skill,Emotional Intelligence,medium,What is psychological resilience in EQ?,Never failing,Ability to recover from adversity and stress,Physical strength,Avoiding stress,Ability to recover from adversity and stress,general
soft_skill,Emotional Intelligence,medium,What is the impact of EQ on team performance?,No impact,Teams with higher collective EQ perform better,Only individual performance,Technical skills dominate,Teams with higher collective EQ perform better,general
soft_skill,Emotional Intelligence,easy,What is active listening role in EQ?,Not related,Foundation of empathy and social awareness,Only communication skill,Formal training,Foundation of empathy and social awareness,general
soft_skill,Emotional Intelligence,medium,What is gratitude practice in EQ?,Religious practice,Regularly acknowledging positives improves emotional wellbeing,Politeness only,Formal requirement,Regularly acknowledging positives improves emotional wellbeing,general
soft_skill,Emotional Intelligence,hard,What is metacognition in EQ context?,Basic thinking,Thinking about your own thinking and emotional processes,Memory technique,Speed reading,Thinking about your own thinking and emotional processes,general
soft_skill,Emotional Intelligence,easy,What is nonverbal cue reading in EQ?,Not important,Understanding body language and facial expressions,Reading books,Technical skill,Understanding body language and facial expressions,general
soft_skill,Emotional Intelligence,medium,What is emotional vocabulary importance in EQ?,Not important,More precise emotion words help better understand and communicate feelings,Only writing skill,Academic skill,More precise emotion words help better understand and communicate feelings,general
soft_skill,Emotional Intelligence,hard,What is the concept of EQ and decision making?,EQ has no role,Emotional awareness helps make more balanced and rational decisions,Only IQ matters,Random process,Emotional awareness helps make more balanced and rational decisions,general
